county,arson_x,campfire_x,debris_burning_x,equip._use_x,ltng._x,misc._x,p-w-f_x,powerline_x,railroad_x,smoking_x,undet._x,vehicle_x,.25_acres_or_<_x,.26-9.99_acres_x,10-99_acres_x,100-299_acres_x,300-999_acres_x,1000-4999_acres_x,5000_acres_>_x,arson_y,campfire_y,debris_burning_y,equip_use_y,ltng_y,misc._y,p-w-f_y,powerline_y,railroad_y,smoking_y,undet._y,vehicle_y,brush,grass,timber,woodland,other,arson,campfire,debris_burning,equip._use,ltng.,misc.,p-w-f,power-_line,rail-road,smoking,undet.,vehicle,.25_acres_or_<_y,.26-9.99_acres_y,10-99_acres_y,100-299_acres_y,300-999_acres_y,1000-4999_acres_y,5000_acres_>_y,year,region,county_year
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,7,0,107,51,209,8,1,"11,647",0,22,115,1,9,12117,2,5,35,$0 ,$0 ,$0 ,"$61,500 ","$6,900 ",$300 ,$600 ,"$15,000 ",$0 ,"$5,000 ","$254,100 ","$3,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,7,0,107,51,209,8,1,"11,647",0,22,115,1,9,12117,2,5,35,$0 ,$0 ,$0 ,"$61,500 ","$6,900 ",$300 ,$600 ,"$15,000 ",$0 ,"$5,000 ","$254,100 ","$3,000 ","$3,500 ","$276,900 ","$5,000 ","$11,000 ",$0 ,$0 ,"$50,000 ",2013,north,Tehama_2013
Tulare,12,2,3,13,4,5,0,6,0,0,8,7,25,29,4,2,0,0,0,246,1,1,257,3,2,0,12,0,0,3,4,0,522,1,0,6,"$15,000 ",$0 ,$0 ,$500 ,"$15,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$20 ,$0 ,$500 ,$120 ,$300 ,"$30,000 ",$0 ,$0 ,$0 ,2013,south,Tulare_2013
Tuolumne,2,2,17,8,1,18,1,8,0,2,18,6,53,28,1,1,0,0,0,0,0,8,16,1,13,0,7,0,1,152,5,0,185,2,1,15,$0 ,$100 ,$802 ,"$35,650 ","$66,850 ",$0 ,$0 ,$510 ,$0 ,$600 ,"$1,110 ","$1,550 ","$6,300 ","$99,372 ",$500 ,"$1,000 ",$0 ,$0 ,$0 ,2013,south,Tuolumne_2013
W. San Joaquin,0,0,0,0,0,0,0,0,0,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,W. San Joaquin_2013
W. Stanislaus,0,0,0,3,0,1,2,1,0,0,2,4,4,7,1,1,0,0,0,0,0,0,14,0,3,0,40,0,0,128,5,0,190,0,0,0,$0 ,$0 ,$0 ,$0 ,"$2,000 ",$0 ,$0 ,"$90,000 ",$0 ,$0 ,"$27,100 ",$0 ,$0 ,"$92,000 ",$0 ,"$27,100 ",$0 ,$0 ,$0 ,2013,north,W. Stanislaus_2013
Yolo,0,0,3,5,0,2,0,3,0,0,6,1,6,13,0,1,0,0,0,0,0,1,170,0,1,0,9,0,0,8,0,3,185,0,0,1,$0 ,$0 ,$0 ,$0 ,"$15,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$15,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Yolo_2013
Yuba,2,0,12,9,0,4,0,5,0,1,15,3,10,37,4,0,0,0,0,1,0,15,9,0,67,0,4,0,1,123,9,0,192,2,1,34,$0 ,$0 ,"$1,000 ","$1,007 ","$5,250 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$10,000 ","$17,000 ","$5,000 ","$19,257 ","$10,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Yuba_2013
county,arson_x,campfire_x,debris_burning_x,equip._use_x,ltng._x,misc._x,p-w-f_x,elec._power_x,railroad_x,smoking_x,undet._x,vehicle_x,.25_acres_or_<_x,.26-9.99_acres_x,10-99_acres_x,100-299_acres_x,300-999_acres_x,1000-4999_acres_x,5000_acres_>_x,arson_y,campfire_y,debris_burning_y,equip._use_y,ltng._y,misc._y,p-w-f_y,elec._power_y,railroad_y,smoking_y,undet._y,vehicle_y,brush,grass,timber,woodland,other,arson,campfire,debris_burning,equip._use,ltng.,misc.,p-w-f,elec._power,railroad,smoking,undet.,vehicle,.25_acres_or_<_y,.26-9.99_acres_y,10-99_acres_y,100-299_acres_y,300-999_acres_y,1000-4999_acres_y,5000_acres_>_y,year_y.2,region_y.2,county_year
Alameda,0,1,0,5,0,1,0,6,0,1,13,6,14,15,4,0,0,0,0,0,0,0,6,0,2,0,18,0,0,89,15,0,130,0,0,0,$0 ,$0 ,$0 ,"$200,550 ",$0 ,"$25,000 ",$0 ,"$5,400 ",$0 ,$0 ,"$17,102 ",$200 ,$250 ,"$226,002 ","$22,000 ",$0 ,$0 ,$0 ,$0 ,2014,north,Alameda_2014
Amador,2,3,14,12,1,15,1,6,0,0,9,4,48,17,1,1,0,0,0,0,1,24,11,7,118,10,1,0,0,4,3,1,132,21,10,15,$0 ,$0 ,$601 ,"$11,000 ",$0 ,"$141,300 ",$0 ,,$0 ,$0 ,$0 ,$0 ,"$1,500 ","$151,300 ",$101 ,$0 ,$0 ,$0 ,$0 ,2014,north,Amador_2014
Butte,40,2,34,9,4,47,6,11,0,2,22,15,127,59,5,0,1,0,0,85,0,17,402,1,3,5,9,0,3,26,8,22,90,390,1,56,"$5,700 ",$0 ,"$1,003 ","$1,578 ",$0 ,"$3,500 ",$0 ,"$4,251 ",$0 ,"$12,000 ","$105,402 ","$8,300 ","$14,154 ","$127,202 ",$0 ,$0 ,$378 ,$0 ,$0 ,2014,north,Butte_2014
Calaveras,1,3,17,17,9,17,3,12,0,1,13,7,51,44,4,1,0,0,0,1,1,10,218,7,14,4,13,0,0,45,9,107,177,14,1,23,,,,,,,,,,,,,"$13,772 ","$76,217 ","$42,800 ","$30,800 ",$0 ,$0 ,$0 ,2014,south,Calaveras_2014
Colusa,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,0,0,15,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Colusa_2014
Contra Costa,1,1,1,1,0,3,0,5,0,0,15,2,13,13,2,1,0,0,0,1,0,0,1,0,2,0,83,0,0,107,16,0,210,0,0,0,$250 ,$0 ,$0 ,,$0 ,$250 ,$0 ,"$20,000 ",$0 ,$0 ,$777 ,"$3,000 ",$195 ,"$1,082 ","$23,000 ",$0 ,$0 ,$0 ,$0 ,2014,north,Contra Costa_2014
Del Norte,2,7,3,0,1,4,1,0,0,0,8,1,15,12,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,6,0,3,3,3,3,2,$0 ,"$20,000 ",$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$75 ,$0 ,$0 ,"$20,075 ",$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Del Norte_2014
E. San Joaquin,0,0,0,2,0,1,0,2,0,0,0,2,1,3,3,0,0,0,0,0,0,0,20,0,11,0,17,0,0,0,3,0,50,0,0,1,$0 ,$0 ,$0 ,"$3,800 ",$0 ,"$2,200 ",$0 ,"$3,000 ",$0 ,$0 ,$0 ,$605 ,$5 ,$600 ,"$9,000 ",$0 ,$0 ,$0 ,$0 ,2014,south,E. San Joaquin_2014
E. Stanislaus,1,1,1,4,0,2,0,1,0,0,8,3,7,9,4,1,0,0,0,8,1,0,11,0,0,0,1,0,0,351,23,0,265,1,0,129,$0 ,$0 ,$0 ,"$1,400 ",$0 ,$50 ,$0 ,$0 ,$0 ,$0 ,"$5,136 ","$4,000 ",$50 ,"$1,400 ","$9,136 ",$0 ,$0 ,$0 ,$0 ,2014,south,E. Stanislaus_2014
E. Trinity,3,0,4,0,5,2,0,0,0,0,0,1,11,3,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,461,0,1,0,461,4,$250 ,$0 ,$0 ,,$0 ,"$3,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$150,000 ","$3,250 ",$0 ,$0 ,$0 ,"$150,000 ",$0 ,$0 ,2014,north,E. Trinity_2014
El Dorado,3,3,41,18,9,32,5,11,0,4,26,22,119,49,4,0,0,1,1,"97,718",0,25,29,2,31,1,2,0,5,18,"4,254",97719,4318,18,0,30,$0 ,$0 ,"$15,150 ","$14,601 ",$0 ,"$5,900 ",$0 ,"$3,000 ",$0 ,"$135,000 ",$300 ,"$44,500 ","$159,150 ","$53,901 ","$5,400 ",$0 ,$0 ,$0 ,$0 ,2014,north,El Dorado_2014
Fresno,5,2,12,4,1,9,0,5,0,1,13,5,25,27,4,1,0,0,0,37,2,5,43,1,8,0,14,0,0,129,3,6,209,2,10,15,"$12,260 ",$0 ,$140 ,"$1,000,000 ",$0 ,$0 ,$0 ,"$5,100 ",$0 ,$0 ,$0 ,$200 ,$140 ,"$5,560 ","$1,012,000 ",$0 ,$0 ,$0 ,$0 ,2014,south,Fresno_2014
Glenn,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,$0 ,$0 ,$0 ,,$0 ,$100 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$100 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Glenn_2014
Humboldt,40,17,8,4,0,15,0,8,0,2,30,3,74,47,4,1,1,0,0,39,10,340,100,0,2,0,25,0,0,75,5,4,153,420,12,7,$0 ,$0 ,"$220,100 ","$13,501 ",$0 ,$0 ,$0 ,"$2,500 ",$0 ,$0 ,"$11,000 ",$0 ,"$16,000 ","$21,100 ","$10,000 ",$1 ,"$200,000 ",$0 ,$0 ,2014,north,Humboldt_2014
Inyo,0,0,2,1,2,2,2,1,0,0,7,2,13,4,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,131,0,136,0,1,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$100,000 ","$100,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,south,Inyo_2014
Kings,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,5,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,south,Kings_2014
Lake,0,4,9,2,0,11,6,4,0,0,15,11,38,20,3,1,0,0,0,0,15,34,4,0,6,6,4,0,0,183,91,43,24,1,179,96,$0 ,$0 ,$5 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$55,250 ","$14,000 ","$69,005 ",$250 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Lake_2014
Lassen,1,2,12,2,40,1,0,0,0,0,7,2,46,19,1,0,0,0,1,0,0,12,0,"13,204",0,0,0,0,0,4,0,20,2,13195,1,2,$0 ,$200 ,"$200,000 ",,"$556,221 ",$0 ,$0 ,,$0 ,$0 ,$102 ,$0 ,"$2,249 ","$204,250 ",$24 ,$0 ,$0 ,$0 ,"$550,000 ",2014,north,Lassen_2014
Madera,12,4,9,3,2,12,1,2,0,1,19,7,47,22,1,0,2,0,0,2,0,4,28,0,321,0,1,0,1,633,8,617,54,1,4,322,"$1,000 ",$0 ,$0 ,$500 ,$0 ,"$2,901,332 ",$0 ,$0 ,$2 ,$0 ,"$2,900,450 ","$4,400 ",$452 ,"$5,400 ",$500 ,$0 ,"$5,801,332 ",$0 ,$0 ,2014,south,Madera_2014
Mariposa,1,2,12,1,1,1,0,5,0,1,12,2,20,15,1,2,0,0,0,0,131,4,0,0,68,0,2,0,1,30,291,0,96,1,292,138,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$10,000 ","$20,000 ",$0 ,"$10,000 ",$0 ,"$20,000 ",$0 ,$0 ,$0 ,2014,south,Mariposa_2014
Mendocino,17,6,22,6,4,34,1,11,0,2,20,15,68,62,6,0,1,0,1,23,4,19,443,"12,576",36,1,6,0,1,91,7,15,70,12641,1,480,"$1,000 ",$510 ,"$20,100 ","$1,425,618 ",$0 ,"$666,405 ","$10,000 ","$52,150 ",$0 ,$0 ,$200 ,"$5,500 ","$461,142 ","$294,723 ",$0 ,$0 ,"$1,425,618 ",$0 ,$0 ,2014,north,Mendocino_2014
Mendocino,17,6,22,6,4,34,1,11,0,2,20,15,68,62,6,0,1,0,1,23,4,19,443,"12,576",36,1,6,0,1,91,7,15,70,12641,1,480,"$1,000 ",$510 ,"$20,100 ","$1,425,618 ",$0 ,"$666,405 ","$10,000 ","$52,150 ",$0 ,$0 ,$200 ,"$5,500 ","$461,142 ","$294,723 ",$0 ,$0 ,"$1,425,618 ",$0 ,$0 ,2014,north,Mendocino_2014
Merced,0,0,0,0,0,1,0,2,0,0,10,1,2,11,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,23,1,0,30,0,0,9,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,south,Merced_2014
Modoc,0,0,4,0,5,0,0,0,0,0,2,0,4,7,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,4,14,0,0,$0 ,$0 ,$0 ,,$1 ,$0 ,$0 ,,$0 ,$0 ,$10 ,$0 ,$11 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Modoc_2014
Monterey,0,1,3,2,0,7,0,9,0,0,6,5,19,11,1,2,0,0,0,0,0,1,4,0,257,0,3,0,0,2,107,66,117,191,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$180 ,"$2,000 ","$2,180 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,south,Monterey_2014
Napa,5,0,6,5,0,13,0,12,0,1,11,5,39,15,1,1,0,1,1,1,0,4,"4,331",0,"6,497",0,11,0,9,102,1,0,10944,7,0,5,$100 ,$0 ,"$103,808 ","$5,007 ",$0 ,"$4,000 ",$0 ,$100 ,$0 ,$100 ,$400 ,"$12,500 ","$14,100 ","$111,908 ",$0 ,$0 ,$0 ,$7 ,$0 ,2014,north,Napa_2014
Nevada,3,4,20,5,2,7,0,7,0,3,21,3,50,22,2,1,0,0,0,0,0,18,0,16,2,0,7,0,0,168,1,11,23,18,0,160,$100 ,$0 ,"$100,000 ","$1,000 ",$0 ,"$15,000 ",$0 ,$100 ,$0 ,$0 ,"$501,400 ","$1,010 ","$102,200 ","$16,410 ",$0 ,"$500,000 ",$0 ,$0 ,$0 ,2014,north,Nevada_2014
Placer,1,4,16,16,5,13,3,10,3,5,44,6,78,46,1,0,1,0,0,0,0,14,16,6,19,1,5,1,4,483,3,463,50,23,2,14,$0 ,"$7,100 ","$2,900 ","$1,310 ",$0 ,$100 ,$0 ,"$5,600 ",$0 ,$0 ,"$1,401,600 ",$200 ,"$16,510 ","$2,300 ",$0 ,$0 ,"$1,400,000 ",$0 ,$0 ,2014,north,Placer_2014
Plumas,0,0,1,0,1,2,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,$1 ,,$301 ,$0 ,$0 ,,$0 ,$0 ,$600 ,$0 ,$902 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Plumas_2014
Riverside,4,6,12,9,5,15,3,7,0,4,38,3,46,53,6,1,0,0,0,2,10,8,9,2,10,101,6,0,1,184,39,82,151,2,1,136,$0 ,$200 ,$0 ,$600 ,$2 ,$0 ,$0 ,"$10,000 ",$0 ,$0 ,"$261,000 ","$4,000 ",$0 ,"$271,802 ","$4,000 ",$0 ,$0 ,$0 ,$0 ,2014,south,Riverside_2014
Sacramento,1,0,1,2,0,2,0,2,0,0,5,2,3,10,2,0,0,0,0,0,0,2,3,0,3,0,26,0,0,56,4,0,93,0,0,1,$0 ,$0 ,$0 ,$50 ,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$2 ,$0 ,$52 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Sacramento_2014
San Benito,1,0,1,0,0,4,0,3,0,0,1,1,4,7,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,6,3,0,15,0,0,9,$0 ,$0 ,$500 ,,$0 ,$100 ,$0 ,"$1,000 ",$0 ,$0 ,$100 ,$0 ,$500 ,"$1,200 ",$0 ,$0 ,$0 ,$0 ,$0 ,2014,south,San Benito_2014
San Bernardino,10,18,25,2,1,24,2,1,1,4,25,2,100,15,0,0,0,0,0,2,12,4,0,0,2,0,0,0,1,15,1,12,6,0,3,16,$0 ,$0 ,$300 ,$10 ,$0 ,$0 ,$175 ,$0 ,$0 ,$0 ,$0 ,"$5,000 ",$485 ,"$5,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,2014,south,San Bernardino_2014
San Diego,4,6,12,2,2,21,0,11,0,2,66,19,83,56,3,2,1,0,0,1,0,10,1,2,18,0,6,0,1,857,31,304,159,1,0,463,$0 ,$0 ,$0 ,$2 ,$0 ,$150 ,$0 ,$0 ,$0 ,$0 ,"$606,700 ","$59,302 ","$34,752 ","$31,402 ",$0 ,$0 ,"$600,000 ",$0 ,$0 ,2014,south,San Diego_2014
San Joaquin,0,0,0,2,0,0,0,0,0,0,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,30,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,San Joaquin_2014
San Luis Obispo,0,6,4,7,0,21,1,10,0,2,22,12,57,26,2,0,0,0,0,0,23,2,6,0,0,0,31,0,0,15,35,5,74,0,3,30,$0 ,$50 ,$0 ,$900 ,$0 ,"$1,000 ",$0 ,$0 ,$0 ,$0 ,"$1,240 ","$1,000 ","$1,640 ","$2,550 ",$0 ,$0 ,$0 ,$0 ,$0 ,2014,south,San Luis Obispo_2014
San Mateo,0,0,1,0,0,1,1,2,0,0,6,1,8,4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,1,5,4,0,0,0,$0 ,$0 ,$0 ,,$0 ,$2 ,$0 ,$100 ,$0 ,$0 ,$40 ,$0 ,$42 ,$100 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,San Mateo_2014
Santa Clara,2,3,0,5,0,2,1,3,0,3,13,5,21,13,2,1,0,0,0,23,0,0,5,0,0,150,0,0,1,7,83,82,185,0,0,2,$0 ,$0 ,$0 ,"$1,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,550,500 ",$100 ,$0 ,$800 ,"$1,550,900 ",$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Santa Clara_2014
Santa Cruz,11,7,11,2,0,5,1,8,0,2,13,2,50,12,0,0,0,0,0,3,2,3,0,0,0,0,1,0,0,6,0,1,1,13,0,0,$600 ,$360 ,$0 ,,$0 ,$0 ,$0 ,"$4,000 ",$0 ,$0 ,$0 ,$0 ,"$3,460 ","$1,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Santa Cruz_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,"$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ","$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,"$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ","$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,"$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",0,0,0,0,0,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",0,0,0,0,0,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ","$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",0,0,0,0,0,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",5,12817,8,8,80,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",5,12817,8,8,80,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,"$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
